caption_clean,image+caption_target,political_leaning,likes,retweet_count,comment_count,view_count,poster_follower_count,poster_frequency,total_posts,mentions,hashtags,urls,Positive,Neutral,Negative,Compound,Persons,Organizations,Locations,Nationalities/religiious groups,Date,topic_label,image_filename,comment_file,Post ID,URL to tweet,creation_date,poster_handle,poster_display_name
#Trump2024 #TrumpVance2024 ,pro-trump,R,21,11,2,509,12143,5.932358674463938,30433,,"#Trump2024, #TrumpVance2024",,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\biden_support.png,Twitter_Scrape\Target_Trump\Pro\Comments\biden_support.csv,1849623429697196085,https://x.com/Diamondthedave/status/1849623429697196085,Fri Oct 25 01:26:04 +0000 2024,Diamondthedave,Oppenheimer Ranch Project
 ,anti-harris,R,3,0,0,18,12143,5.932358674463938,30433,@VP,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\ice_cream.png,,1849461794181431420,https://x.com/Diamondthedave/status/1849461794181431420/photo/1,Thu Oct 24 14:43:47 +0000 2024,Diamondthedave,Oppenheimer Ranch Project
#TrumpVance2024 #Trump ,pro-trump,R,1788,162,65,26130,120314,74.07764705882353,94449,,"#TrumpVance2024, #Trump",,0.0,1.0,0.0,0.0,['Trump'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\american_swim2.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\american_swim2.csv,1847674567331860822,https://x.com/trumplicans2024/status/1847674567331860822,Sat Oct 19 16:21:59 +0000 2024,trumplicans2024,Trumplicans2024.com
"Trying to save our Democracy and screaming at your campaign manager is tiring work, so #KamalaHarris is taking a well-deserved day off. ",anti-harris,R,34,8,4,663,11933,9.557129367327668,10121,,#KamalaHarris,,0.129,0.766,0.105,0.1531,['KamalaHarris'],[],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Harris\Anti\Images\sick.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\sick.csv,1848798574324355455,https://x.com/NotTinaKotex/status/1848798574324355455,Tue Oct 22 18:48:23 +0000 2024,NotTinaKotex,MAGA Tina Kotex
Say #notothehoe #TrumpVance2024 ,anti-harris,R,33,14,7,613,18860,45.85167910447761,49153,,"#notothehoe, #TrumpVance2024",,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\fake_ballot.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\fake_ballot.csv,1850642202134724705,https://x.com/SouthernChick45/status/1850642202134724705,Sun Oct 27 20:54:18 +0000 2024,SouthernChick45,Michelle 🇺🇸
BLACK MAGA MOVEMENT WITH THE SPECIAL PRESIDENT DONALD J. TRUMP! #MAGA #MakeAmericaGreatAgain #AmericaFirst #KAG (Keep America Great) #Trump2024 #SaveAmerica #Patriots #MAGA2024 #Trump2024 #MAGA2024 #MakeAmericaGreatAgain #TrumpTrain #AmericaFirst #KeepAmericaGreat #SaveAmerica #TrumpWon #PatriotsForTrump #TrumpRally ,pro-trump,R,34,14,3,753,8564,11.481325033348154,51643,@udreams30 @udreams30,"#MAGA, #MakeAmericaGreatAgain, #AmericaFirst, #KAG, #Trump2024, #SaveAmerica, #Patriots, #MAGA2024, #Trump2024, #MAGA2024, #MakeAmericaGreatAgain, #TrumpTrain, #AmericaFirst, #KeepAmericaGreat, #SaveAmerica, #TrumpWon, #PatriotsForTrump, #TrumpRally",,0.11,0.89,0.0,0.5754,"['DONALD J. TRUMP', 'KAG', 'TrumpRally']","['BLACK MAGA MOVEMENT', 'SaveAmerica', 'SaveAmerica', 'TrumpWon']",[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\african_american_support.jpg,,1850313886144057483,https://x.com/ActivistJerry/status/1850313886144057483,Sat Oct 26 23:09:42 +0000 2024,ActivistJerry,ActivistJerry💫
First photos of #Trump's arrest 🙃 ,anti-trump,D,17,1,11,1283,2884,4.632600258732213,3581,,#Trump's,,0.0,0.625,0.375,-0.34,['Trump'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Anti\Images\Trump_running.jpeg,Twitter_Scrape\Target_Trump\Anti\Comments\trump_run_arrest.csv,1643624396668452866,https://x.com/AnnaQueenNFTs/status/1643624396668452866,Wed Apr 05 14:39:27 +0000 2023,AnnaQueenNFTs,Ann Blooonde
Donald Trump has been arrested after a laptop was found with photos of him smoking crack and banging hookers The following photos were captured by the Associated Press as the former President attempted to escape capture. ,anti-trump,D,1375,92,422,229150,583507,201.8735431235432,346415,,,,0.045,0.873,0.082,-0.34,['Donald Trump'],['the Associated Press'],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Anti\Images\trump_running_arrest2,Twitter_Scrape\Target_Trump\Anti\Comments\trump_running_arrest2.csv,1638448673842663424,https://x.com/WholeMarsBlog/status/1638448673842663424,Wed Mar 22 07:52:59 +0000 2023,WholeMarsBlog,Whole Mars Catalog
"Incroyables images de Donald Trump arrêté par la Police de New York, alors qu'il essaye de s'échapper, après avoir été reconnu coupable des 34 chefs d'accusation qui lui étaient reprochés dans l'affaire Stormy Daniels. ",anti-trump,D,261,26,72,102934,139900,16.923718712753278,99393,,,,0.0,1.0,0.0,0.0,"['de Donald Trump', ""de s'échapper""]","['la Police de New York', ""qu'il"", 'Stormy Daniels']",[],['dans'],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Anti\Images\Trump_arrest2,Twitter_Scrape\Target_Trump\Anti\Comments\Trump_arrest2.csv,1796296404492575102,https://x.com/Nain_Portekoi/status/1796296404492575102,Thu May 30 21:43:31 +0000 2024,Nain_Portekoi,Nain Portekoi 🇨🇵
 Hold the line!!!! The spirit of peanut is with you!!!!!!!!! ,pro-trump,R,23,2,1,574,631,12.217338217338217,10006,@ScottPresler,,,0.242,0.758,0.0,0.4344,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\peanut_head.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\peanut_head.csv,1853829027951243602,https://x.com/oncue67/status/1853829027951243602/photo/1,Tue Nov 05 15:57:37 +0000 2024,oncue67,scooter_mcgavin
 Hold the line!!!!! ,pro-trump,R,2,0,3,1436,5900,349.7582417582417,31828,@BenStanton77,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\Squirrle_gun,Twitter_Scrape\Target_Trump\Pro\Comments\Squirrle_gun.csv,1853148464718176625,https://x.com/JayUSA102/status/1853148464718176625,Sun Nov 03 18:53:18 +0000 2024,JayUSA102,JayUSA
" Find this woman, I’m sure they are going to claim it’s someone else. ",anti-harris,R,3,2,2,161,6829,11.641615255187885,20757,@ScottAdamsSays,,,0.161,0.839,0.0,0.3182,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_streets.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_streets.csv,1819135424071454788,https://x.com/BillCar79944600/status/1819135424071454788/photo/1,Thu Aug 01 22:17:37 +0000 2024,BillCar79944600,Bill Carey 🇺🇸
"The same, but worse. #Kamala2024 #DemocratsHateAmerica #KamalaHarris #WhiteDudesForKamala ",anti-harris,R,13,3,1,1030,6829,11.641615255187885,20757,,"#Kamala2024, #DemocratsHateAmerica, #KamalaHarris, #WhiteDudesForKamala",,0.0,0.628,0.372,-0.631,['KamalaHarris'],[],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\communist_harris.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\communist_harris.csv,1818275041617797537,https://x.com/BillCar79944600/status/1818275041617797537/photo/1,Tue Jul 30 13:18:46 +0000 2024,BillCar79944600,Bill Carey 🇺🇸
January 2025: If Comrade Harris Wins! ,anti-harris,R,49,15,11,2702,14291,43.36757775683318,46013,,,,0.444,0.556,0.0,0.6114,['Harris Wins'],[],[],[],['January 2025'],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\comi_washington.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\comi_washington.csv,1824859921609019469,https://x.com/TruthorConseq12/status/1824859921609019469,Sat Aug 17 17:24:44 +0000 2024,TruthorConseq12,Dr. Michael Jones
Are you ready for the DNC? ,anti-harris,R,33163,7093,703,900402,14291,43.36757775683318,46013,,,,0.333,0.667,0.0,0.3612,[],['DNC'],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Harris\Anti\Images\harris_red_rally2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_red_rally2.csv,1824691916782641196,https://x.com/TruthorConseq12/status/1824691916782641196,Sat Aug 17 06:17:08 +0000 2024,TruthorConseq12,Dr. Michael Jones
 Right. ,anti-harris,R,0,1,0,48,14291,43.36757775683318,46013,@MarioNawfal,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_red_rally3.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_red_rally3.csv,1870230420534550753,https://x.com/TruthorConseq12/status/1870230420534550753/photo/1,Fri Dec 20 22:10:54 +0000 2024,TruthorConseq12,Dr. Michael Jones
 Yup ,anti-harris,R,1,0,1,120,14291,43.36757775683318,46013,@MarioNawfal,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_puppet.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_puppet.csv,1870509467449885072,https://x.com/TruthorConseq12/status/1870509467449885072/photo/1,Sat Dec 21 16:39:44 +0000 2024,TruthorConseq12,Dr. Michael Jones
 He’s Alive ,anti-harris,R,1,0,0,606,14291,43.36757775683318,46013,@nixongroyper @NickJFuentes,,,0.722,0.278,0.0,0.3818,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\demo_nazi.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\demo_nazi.csv,1873174217765871815,https://x.com/TruthorConseq12/status/1873174217765871815/photo/1,Sun Dec 29 01:08:30 +0000 2024,TruthorConseq12,Dr. Michael Jones
 Poor Karen seems to be having a difficult time accepting the fact that Trump is not guilty and is STILL GOING TO BE YOUR NEXT PRESIDENT. 😊 ,anti-harris,R,0,0,0,14,2027,2.718194813150909,13311,@hhdogsitting @BklynP8triot @TristanSnell,,,0.156,0.666,0.178,-0.17,"['Karen', 'Trump']",['STILL GOING TO BE YOUR'],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\oxygen.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\oxygen.csv,1858930522262741286,https://x.com/HoneyBadger8763/status/1858930522262741286/photo/1,Tue Nov 19 17:49:08 +0000 2024,HoneyBadger8763,Kate
 No thanks. ,anti-harris,R,0,0,0,10,2027,2.718194813150909,13311,@azlibertad @funder,,,0.569,0.0,0.431,0.1779,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\prop_poster.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\prop_poster.csv,1853531341146509572,https://x.com/HoneyBadger8763/status/1853531341146509572/photo/1,Mon Nov 04 20:14:43 +0000 2024,HoneyBadger8763,Kate
